	HC22	HC140	HC3	HC152	HC158	HC155	HC75	HC91	HC72	TA1	TA54	HC137	TA13	HC66	TA75	TA79	TA66	HC55	TA26	HC78	HC49	TA42	HC5	TA32	TA6	HC85	TA30	HC81	HC118	HC33	HC144	TA60	HC26	HC62	HC129	HC104	HC2	HC9	HC111	HC100	HC132	TA36	TA50	HC121	TA28	HC37	TA16	TA46	TA23	HC16	HC124	HC89	TA38	HC108	HC1	TA57	HC115	HC52	HC69	TA72	HC96	HC149	HC6	TA63	HC23	TA47	HC133	HC56	TA29	TA73	TA76	HC63	TA58	HC92	TA39	HC40	TA43	HC79	HC86	HC82	HC141	HC145	TA27	HC20	TA7	HC156	TA51	TA37	HC125	HC24	HC57	TA70	TA17	HC12	HC4	TA67	HC44	TA48	TA24	HC70	TA77	HC17	HC159	HC25	HC45	HC142	HC64	TA20	HC7	HC58	HC76	TA55	TA33	HC30	TA44	HC119	HC105	HC116	TA80	TA64	HC138	HC112	TA10	HC93	TA14	TA31	HC27	TA59	TA68	TA3	TA25	HC67	HC8	HC15	HC34	TA18	HC38	TA8	HC50	TA78	TA61	TA21	HC126	TA74	HC46	HC60	HC59	TA52	TA49	HC130	TA34	HC134	HC90	TA2	TA56	TA65	HC73	TA45	HC68	HC153	HC65	HC28	TA71	HC41	HC61	TA40	HC21	HC83	HC18	HC143	HC77	TA11	TA4	TA35	HC11	HC35	HC94	HC135	HC47	HC80	HC127	HC117	HC29	HC139	HC109	HC157	HC53	TA53	TA15	HC84	TA5	HC146	TA19	TA62	HC71	HC160	HC113	HC14	HC136	TA41	HC74	HC39	HC106	TA22	HC120	HC97	HC128	HC19	TA9	TA12	HC131	TA69	HC42	HC51	HC48	HC95	HC36	HC122	HC87	HC54	HC114	HC147	HC13	HC98	HC31	HC10	HC43	HC107	HC150	HC148	HC123	HC110	HC151	HC32	HC99	HC88	HC154	HC101	HC102	HC103
TA31	0.592242	0.613492	0.748438	0.554324	0.587781	0.795246	0.617321	0.495327	0.681621	0.558033	0.60459	0.53245	0.372412	0.534811	0.424084	0.586333	0.521945	0.677101	0.520668	0.620757	0.604525	0.64376	0.658137	0.67216	0.695183	0.480842	0.63153	0.646482	0.65795	0.714269	0.682585	0.601994	0.647815	0.462372	0.65972	0.677316	0.739365	0.622726	0.668381	0.738872	0.857675	0.642768	0.639869	0.850003	0.60715	0.656652	0.536541	0.642275	0.607708	0.756847	0.700734	0.74491	0.725842	0.674947	0.720756	0.670366	0.72484	0.74732	0.700382	0.703434	0.755973	0.724398	0.640273	0.713197	0.759063	0.617121	0.777201	0.535395	0.589104	0.527769	0.590166	0.674949	0.713123	0.694146	0.635587	0.739771	0.523986	0.480056	0.519086	0.579182	0.707078	0.811879	0.612232	0.436606	0.631569	0.615643	0.686531	0.68316	0.603108	0.7526	0.687631	0.620497	0.695834	0.713932	0.65305	0.679679	0.89838	0.637781	0.519237	0.459371	0.584044	0.667245	0.674507	0.565699	0.629081	0.528013	0.830236	0.537339	0.780131	0.625385	0.804959	0.670101	0.672374	0.802557	0.61414	0.763725	0.753912	0.778027	0.683679	0.665614	0.695818	0.792624	0.714134	0.80529	0.48867	0.0	0.669508	0.582469	0.621377	0.80626	0.616407	0.571246	0.586264	0.712288	0.790279	0.405271	0.498375	0.73745	0.764418	0.617057	0.611559	0.590546	0.68482	0.418765	0.697308	0.685558	0.384018	0.757192	0.551236	0.681097	0.6244	0.762258	0.682177	0.735757	0.667735	0.527672	0.736541	0.373213	0.555496	0.755264	0.761734	0.528165	0.557589	0.534854	0.543699	0.374308	0.673896	0.7356	0.779924	0.551023	0.635382	0.586365	0.754171	0.675017	0.691968	0.660813	0.790095	0.598086	0.590044	0.511001	0.709375	0.700247	0.591133	0.653617	0.715678	0.837621	0.82608	0.624622	0.5472	0.739696	0.488399	0.768124	0.691342	0.780901	0.791803	0.549848	0.719074	0.769598	0.672056	0.333308	0.770279	0.659577	0.696492	0.647498	0.726746	0.72151	0.821893	0.740182	0.624115	0.248388	0.746148	0.588987	0.739906	0.761148	0.779315	0.701894	0.603862	0.678719	0.716148	0.682205	0.683646	0.674787	0.580451	0.736383	0.679108	0.611528	0.699645	0.811822	0.712997	0.768383	0.734765	0.76637	0.682639	0.775091	0.684271	0.607573	0.618301	0.766202	0.808774	0.476101
HC27	0.386142	0.678969	0.680341	0.55056	0.492248	0.841361	0.752262	0.843237	0.402802	0.619388	0.577262	0.519225	0.598025	0.687763	0.49005	0.686828	0.849506	0.519084	0.470318	0.690018	0.717923	0.487729	0.639718	0.735457	0.394666	0.538678	0.583095	0.551795	0.527222	0.794134	0.571368	0.472566	0.62587	0.476491	0.519689	0.784073	0.443173	0.411942	0.345251	0.746769	0.665266	0.518703	0.742897	0.808196	0.481884	0.540394	0.563761	0.501389	0.522759	0.574708	0.32691	0.533537	0.624737	0.539375	0.339361	0.41553	0.564344	0.48226	0.443879	0.547369	0.510404	0.714485	0.577251	0.338503	0.341733	0.438176	0.874555	0.440073	0.818327	0.356305	0.557395	0.517326	0.493652	0.585785	0.583557	0.561226	0.638582	0.624191	0.828403	0.753343	0.636037	0.761577	0.53479	0.502803	0.517103	0.505393	0.535273	0.547088	0.477188	0.682396	0.828602	0.596397	0.572834	0.36917	0.354083	0.733409	0.809331	0.398797	0.652578	0.422099	0.575068	0.70422	0.538662	0.573032	0.364478	0.515775	0.834281	0.407487	0.628979	0.66603	0.53281	0.619705	0.57416	0.788139	0.682995	0.459759	0.67019	0.538061	0.49217	0.567672	0.612852	0.707018	0.471649	0.76865	0.686047	0.669508	0.0	0.502065	0.396252	0.862079	0.444051	0.706202	0.617292	0.576623	0.734138	0.684339	0.531804	0.470373	0.496659	0.484459	0.504581	0.829527	0.759542	0.485947	0.384659	0.585318	0.667376	0.529612	0.71461	0.454852	0.660921	0.506423	0.786254	0.776068	0.484654	0.547503	0.73789	0.777036	0.521803	0.377117	0.823039	0.523088	0.627759	0.858026	0.579808	0.633244	0.500556	0.836837	0.576445	0.634817	0.575212	0.835652	0.399819	0.487073	0.408078	0.590963	0.758733	0.790985	0.456018	0.733047	0.482142	0.839944	0.84873	0.532504	0.601241	0.797302	0.816431	0.620048	0.775731	0.455575	0.818533	0.742077	0.808576	0.490871	0.71708	0.389903	0.517874	0.528872	0.870159	0.549849	0.716222	0.708778	0.535628	0.859288	0.432683	0.498743	0.624087	0.816239	0.687418	0.801676	0.650037	0.791124	0.706225	0.757037	0.510377	0.441719	0.749645	0.425416	0.690687	0.586905	0.546954	0.825732	0.50472	0.686687	0.59434	0.570586	0.608257	0.833695	0.509035	0.519521	0.487326	0.580802	0.436954	0.44061	0.531566	0.465448	0.599254	0.429717	0.678816	0.532784
TA59	0.341032	0.515318	0.536132	0.483956	0.570482	0.783132	0.686163	0.743906	0.471245	0.537913	0.445288	0.503601	0.510626	0.633623	0.414268	0.442421	0.603161	0.548027	0.486012	0.54131	0.641941	0.557354	0.654568	0.551342	0.556955	0.548428	0.558006	0.595557	0.566095	0.783273	0.57856	0.406654	0.596723	0.533508	0.555587	0.609833	0.543299	0.438353	0.436548	0.539802	0.652355	0.508744	0.384503	0.691967	0.464021	0.578058	0.443946	0.58362	0.515706	0.509658	0.512739	0.584753	0.669137	0.405749	0.493765	0.539319	0.645738	0.540806	0.446663	0.589149	0.533429	0.703676	0.430381	0.514427	0.625601	0.484614	0.696421	0.37042	0.591701	0.370282	0.334978	0.494436	0.53186	0.636239	0.568192	0.500182	0.460639	0.52257	0.679614	0.703025	0.534796	0.701646	0.555491	0.446883	0.466152	0.446038	0.59517	0.60346	0.487123	0.578503	0.660907	0.53346	0.625045	0.476626	0.483824	0.524955	0.757859	0.486068	0.531106	0.522336	0.559095	0.657677	0.587656	0.472785	0.433065	0.432666	0.760407	0.38199	0.614713	0.444188	0.629731	0.616255	0.488243	0.670669	0.479063	0.548453	0.579218	0.5035	0.492073	0.645019	0.564078	0.631716	0.573004	0.682019	0.475737	0.582469	0.502065	0.0	0.428056	0.683772	0.490178	0.538683	0.530881	0.442341	0.819884	0.465783	0.512317	0.481963	0.659865	0.414255	0.506738	0.595572	0.553241	0.409791	0.557848	0.623041	0.667943	0.633008	0.506648	0.493296	0.634549	0.593692	0.60688	0.648594	0.476364	0.538129	0.532472	0.648129	0.550525	0.614281	0.662407	0.510963	0.434859	0.697161	0.556833	0.503607	0.528862	0.665913	0.503165	0.441953	0.555506	0.637771	0.63057	0.550961	0.568556	0.583791	0.58338	0.582421	0.566298	0.631223	0.436117	0.736733	0.69015	0.561206	0.59416	0.665658	0.669676	0.609628	0.541229	0.57581	0.528276	0.554145	0.708814	0.595383	0.812234	0.40459	0.536675	0.569085	0.752158	0.498206	0.700141	0.620307	0.609612	0.63659	0.594587	0.511353	0.59565	0.674081	0.640234	0.62952	0.65837	0.55609	0.589219	0.585122	0.664872	0.573559	0.546722	0.581348	0.743272	0.455628	0.538821	0.713637	0.430027	0.707371	0.589137	0.522872	0.500965	0.772841	0.554988	0.588837	0.691827	0.521434	0.544639	0.614259	0.503676	0.555942	0.565427	0.591708	0.576845	0.417232
TA68	0.366455	0.605655	0.678036	0.604714	0.465003	0.798624	0.661247	0.748629	0.394803	0.552961	0.429501	0.467995	0.500686	0.628807	0.43905	0.645025	0.76332	0.349958	0.411677	0.665328	0.655762	0.354548	0.595904	0.659427	0.378697	0.384633	0.492032	0.503048	0.500123	0.761626	0.618289	0.324964	0.463962	0.46264	0.477177	0.65664	0.46392	0.41944	0.339409	0.644649	0.804121	0.444038	0.651658	0.777828	0.36987	0.479541	0.354308	0.354535	0.399504	0.551716	0.381086	0.523004	0.474199	0.635613	0.496786	0.356268	0.527078	0.53834	0.343812	0.421155	0.539294	0.682532	0.491188	0.358638	0.451397	0.392413	0.776604	0.339131	0.729744	0.36261	0.517275	0.541229	0.449216	0.545811	0.397655	0.510281	0.520279	0.563517	0.724999	0.731095	0.573215	0.807304	0.368708	0.507556	0.45254	0.529976	0.472534	0.46754	0.498922	0.664948	0.765314	0.408817	0.503225	0.507808	0.436911	0.73488	0.813216	0.402348	0.554273	0.423881	0.492623	0.6657	0.597277	0.529614	0.436226	0.423721	0.814727	0.353297	0.730249	0.674046	0.721412	0.501896	0.426589	0.80908	0.64462	0.435945	0.613927	0.64953	0.459305	0.404102	0.593691	0.693347	0.382193	0.737416	0.604543	0.621377	0.396252	0.428056	0.0	0.795424	0.377281	0.613312	0.520282	0.578821	0.714434	0.427284	0.540489	0.543504	0.460077	0.442083	0.380857	0.726168	0.676018	0.432197	0.495847	0.539718	0.623898	0.570108	0.619683	0.497784	0.5427	0.55185	0.706965	0.684495	0.392437	0.503937	0.710505	0.713853	0.342885	0.418357	0.690016	0.455927	0.512169	0.765183	0.510511	0.632631	0.439292	0.744227	0.651081	0.605738	0.488982	0.762406	0.53077	0.409526	0.41183	0.526888	0.695971	0.69474	0.390161	0.683632	0.517526	0.79013	0.749747	0.495626	0.48842	0.743895	0.779748	0.437597	0.685198	0.634246	0.746509	0.756755	0.790791	0.5261	0.721565	0.441383	0.634036	0.456793	0.792916	0.490999	0.704897	0.650546	0.556393	0.755531	0.422619	0.467043	0.747727	0.782219	0.576724	0.693717	0.583671	0.71322	0.68319	0.683011	0.485736	0.523663	0.693865	0.399805	0.653769	0.580674	0.514244	0.775736	0.361453	0.661559	0.619501	0.519236	0.632943	0.802231	0.470969	0.511732	0.6378	0.574479	0.528296	0.494142	0.425606	0.428485	0.530675	0.329586	0.739162	0.488418
TA3	0.613677	0.562641	0.661636	0.652447	0.850922	0.830986	0.818435	0.731365	0.699351	0.731763	0.833067	0.655332	0.705926	0.662161	0.720118	0.528977	0.605978	0.818476	0.74317	0.6429	0.585773	0.906905	0.793266	0.32347	0.921265	0.790561	0.903696	0.85574	0.48997	0.831142	0.830809	0.834646	0.901059	0.817729	0.880347	0.536689	0.829733	0.788482	0.814359	0.405698	0.844156	0.560223	0.54784	0.296352	0.862397	0.537147	0.747954	0.870627	0.871518	0.448239	0.865252	0.797479	0.95034	0.771634	0.880567	0.920132	0.848248	0.504478	0.726954	0.946136	0.435617	0.338347	0.494717	0.920649	0.954401	0.909432	0.212444	0.634364	0.368455	0.787785	0.596238	0.705995	0.904958	0.420284	0.9068	0.601136	0.607364	0.583189	0.617041	0.579526	0.457413	0.788538	0.866061	0.711543	0.782664	0.763336	0.93871	0.942713	0.804353	0.524212	0.547082	0.87518	0.950567	0.892318	0.788909	0.544086	0.64159	0.888882	0.41906	0.816274	0.886325	0.660867	0.80097	0.658532	0.783189	0.652833	0.613228	0.754351	0.711327	0.713705	0.90846	0.898604	0.721372	0.619578	0.53215	0.637241	0.310674	0.886757	0.830932	0.942281	0.629614	0.684304	0.917559	0.644228	0.501218	0.80626	0.862079	0.683772	0.795424	0.0	0.907322	0.517765	0.635119	0.761512	0.841633	0.697907	0.769173	0.879179	0.920046	0.808029	0.911056	0.47278	0.330759	0.774525	0.895234	0.547538	0.707466	0.964667	0.609992	0.810586	0.916094	0.755973	0.496632	0.693525	0.897267	0.807459	0.634457	0.849466	0.85969	0.935206	0.571149	0.741633	0.629704	0.655616	0.737895	0.696524	0.552373	0.572371	0.800048	0.504221	0.588536	0.576775	0.961983	0.92773	0.895403	0.58013	0.359617	0.422619	0.778842	0.738202	0.670987	0.728884	0.552379	0.496843	0.584508	0.464653	0.415456	0.904087	0.420558	0.854005	0.602449	0.699842	0.717984	0.929048	0.815352	0.719946	0.830497	0.855613	0.633479	0.756772	0.405018	0.622291	0.743878	0.246985	0.882102	0.684828	0.834603	0.682743	0.801554	0.772857	0.441753	0.678139	0.481273	0.503529	0.942423	0.803768	0.64781	0.811036	0.812549	0.790235	0.496107	0.68425	0.550267	0.819896	0.818622	0.60753	0.632958	0.737454	0.832016	0.464987	0.909111	0.636527	0.890457	0.868131	0.642809	0.734328	0.505286	0.871158	0.679941	0.747616
TA25	0.513639	0.756923	0.793192	0.563085	0.606589	0.875524	0.782531	0.854116	0.595703	0.669524	0.41708	0.695415	0.605727	0.764981	0.482015	0.698529	0.852469	0.416278	0.579862	0.74078	0.795893	0.389151	0.761499	0.79435	0.43909	0.530293	0.4847	0.603618	0.717736	0.822806	0.665157	0.322127	0.466253	0.583964	0.440875	0.824307	0.65273	0.569074	0.46027	0.779072	0.826771	0.63103	0.745399	0.869963	0.315807	0.663795	0.43466	0.489953	0.396336	0.691427	0.475732	0.704801	0.43401	0.651724	0.541395	0.35744	0.606464	0.664587	0.58745	0.372034	0.626003	0.810075	0.645901	0.405186	0.514489	0.27175	0.899206	0.534419	0.804323	0.418796	0.49761	0.698108	0.430168	0.756976	0.387003	0.754814	0.561877	0.696569	0.847162	0.823698	0.75183	0.853172	0.406277	0.576198	0.520995	0.561215	0.403658	0.386874	0.562118	0.773204	0.880716	0.395021	0.417549	0.474506	0.566915	0.78219	0.891955	0.256271	0.657798	0.580051	0.411883	0.770053	0.661405	0.652991	0.570196	0.575096	0.896156	0.311748	0.795171	0.727962	0.647907	0.494617	0.62974	0.846166	0.710776	0.601016	0.772455	0.624097	0.565214	0.445184	0.698965	0.756159	0.441153	0.860573	0.684964	0.616407	0.444051	0.490178	0.377281	0.907322	0.0	0.751465	0.688414	0.636958	0.872	0.511428	0.592233	0.406651	0.599785	0.3921	0.319495	0.845902	0.779896	0.400887	0.494928	0.750506	0.78101	0.423054	0.690366	0.549709	0.522485	0.726628	0.802698	0.816147	0.370965	0.44513	0.79752	0.7341	0.410227	0.502135	0.843949	0.628681	0.616275	0.868865	0.649439	0.672977	0.681096	0.855896	0.713937	0.703175	0.739747	0.863217	0.550011	0.270172	0.452729	0.76624	0.820732	0.817209	0.577363	0.75156	0.634545	0.84592	0.863843	0.713417	0.67196	0.871453	0.89063	0.39402	0.756969	0.594849	0.812199	0.806373	0.824818	0.490016	0.874073	0.553889	0.678792	0.667448	0.896796	0.615091	0.774176	0.799435	0.732857	0.854213	0.5231	0.62418	0.789627	0.868927	0.621994	0.736015	0.745969	0.807892	0.790357	0.788397	0.58483	0.66538	0.785903	0.515836	0.790749	0.679742	0.731034	0.829853	0.583192	0.787258	0.645964	0.693338	0.729444	0.891878	0.530647	0.727104	0.594746	0.654181	0.484387	0.673381	0.553131	0.628045	0.760935	0.561263	0.784897	0.50128
HC67	0.433355	0.472114	0.61499	0.459388	0.67154	0.796546	0.675694	0.611042	0.545504	0.537962	0.682668	0.366133	0.40084	0.469361	0.448001	0.404315	0.507053	0.678196	0.548729	0.385007	0.407151	0.731643	0.581621	0.393942	0.764445	0.580117	0.761913	0.681627	0.391926	0.757052	0.658572	0.679153	0.786553	0.574406	0.811447	0.437988	0.677099	0.594184	0.668139	0.429353	0.820819	0.484417	0.342239	0.447681	0.729545	0.511117	0.621277	0.720635	0.736403	0.549122	0.720226	0.552519	0.839822	0.675007	0.720867	0.730622	0.753566	0.595568	0.457827	0.829089	0.590275	0.591096	0.365359	0.760106	0.800623	0.78785	0.516925	0.384142	0.363239	0.555008	0.438232	0.456326	0.779397	0.54723	0.777703	0.460303	0.460712	0.280512	0.521442	0.498792	0.363794	0.730017	0.708255	0.473767	0.688517	0.63908	0.806007	0.849921	0.604818	0.537089	0.513048	0.779033	0.84159	0.727608	0.622612	0.480307	0.593937	0.682662	0.482922	0.570181	0.746609	0.535041	0.552743	0.311067	0.601556	0.418907	0.63532	0.510385	0.520457	0.381166	0.857646	0.81226	0.638447	0.561189	0.446059	0.607696	0.399527	0.809187	0.674438	0.784283	0.45929	0.644443	0.777289	0.648969	0.299415	0.571246	0.706202	0.538683	0.613312	0.517765	0.751465	0.0	0.481333	0.634189	0.765846	0.457311	0.539503	0.807174	0.764121	0.675818	0.801522	0.391261	0.342375	0.535215	0.737539	0.525661	0.49547	0.918055	0.449858	0.642325	0.790218	0.568647	0.539016	0.679873	0.798446	0.656563	0.469416	0.684987	0.688468	0.791423	0.539069	0.512221	0.490413	0.547879	0.554696	0.500197	0.467952	0.517283	0.600066	0.324408	0.396232	0.404581	0.797656	0.821554	0.762555	0.4846	0.407273	0.331445	0.643276	0.510138	0.563532	0.696791	0.477045	0.401769	0.568781	0.450559	0.451479	0.747347	0.373231	0.684657	0.419254	0.606628	0.665588	0.806568	0.755486	0.491346	0.701613	0.703477	0.626803	0.477231	0.651414	0.373777	0.555369	0.46064	0.741345	0.537099	0.790067	0.494647	0.760031	0.593057	0.628452	0.40638	0.456271	0.47793	0.771599	0.620728	0.361811	0.674225	0.719931	0.582687	0.357322	0.598932	0.407273	0.754313	0.703528	0.346948	0.577256	0.768979	0.758987	0.523052	0.766835	0.592629	0.69112	0.73534	0.46253	0.60095	0.403758	0.727481	0.571372	0.421022
HC8	0.430924	0.510863	0.698594	0.608908	0.362726	0.478265	0.409213	0.598836	0.506051	0.338278	0.630725	0.50485	0.477116	0.556199	0.422831	0.417617	0.721778	0.56001	0.466766	0.453322	0.569332	0.636979	0.634552	0.527839	0.64316	0.529593	0.659715	0.56378	0.402354	0.422116	0.669371	0.610199	0.719719	0.532762	0.649462	0.550412	0.61617	0.534221	0.575837	0.553301	0.840503	0.416355	0.569064	0.660641	0.662359	0.510705	0.494166	0.600736	0.63271	0.545305	0.629695	0.657971	0.741401	0.690775	0.657358	0.652223	0.577318	0.558204	0.535517	0.740901	0.573731	0.520453	0.456239	0.680898	0.702401	0.681939	0.634511	0.408881	0.598554	0.513425	0.490479	0.537449	0.71234	0.4302	0.675782	0.48589	0.491507	0.455027	0.60179	0.443428	0.457145	0.766378	0.61664	0.50153	0.341064	0.518769	0.72474	0.738998	0.619666	0.601893	0.455387	0.676662	0.746947	0.687257	0.543652	0.422326	0.730822	0.63261	0.470789	0.596309	0.684013	0.34643	0.633598	0.506619	0.559707	0.416241	0.560986	0.533942	0.745898	0.671005	0.82688	0.743688	0.458751	0.746152	0.350177	0.557839	0.524053	0.784421	0.429659	0.691686	0.536065	0.704515	0.682397	0.717922	0.486123	0.586264	0.617292	0.530881	0.520282	0.635119	0.688414	0.481333	0.0	0.645427	0.456087	0.533599	0.618308	0.749396	0.682163	0.593894	0.686961	0.609921	0.541379	0.500744	0.720579	0.276074	0.501345	0.80744	0.516044	0.669246	0.714865	0.64726	0.332454	0.681661	0.713774	0.65387	0.663012	0.727458	0.544193	0.688603	0.629453	0.410317	0.526404	0.766784	0.301869	0.553521	0.430647	0.711185	0.731363	0.460577	0.466357	0.55498	0.713785	0.722989	0.678052	0.514221	0.572397	0.419127	0.489666	0.318949	0.539675	0.441055	0.607495	0.400437	0.530078	0.635811	0.660453	0.707787	0.489728	0.732617	0.654379	0.75345	0.480445	0.759688	0.441611	0.515675	0.70746	0.664817	0.462813	0.452431	0.621659	0.536249	0.597291	0.617497	0.633265	0.550076	0.794018	0.756843	0.426155	0.669575	0.438879	0.56632	0.499059	0.561725	0.69497	0.630885	0.560189	0.629176	0.35385	0.632598	0.439912	0.406495	0.364752	0.440907	0.690505	0.507579	0.585348	0.465281	0.555159	0.508854	0.728345	0.603554	0.650835	0.656391	0.493658	0.445584	0.408933	0.647905	0.764768	0.54157
HC15	0.458125	0.581215	0.559432	0.572427	0.62398	0.813852	0.759204	0.787877	0.505585	0.652175	0.625526	0.522714	0.645793	0.694237	0.549754	0.628218	0.702892	0.686443	0.534981	0.573883	0.65481	0.661424	0.688046	0.637535	0.683199	0.692425	0.689639	0.655908	0.59842	0.791196	0.589064	0.593066	0.706269	0.627457	0.623862	0.675336	0.585745	0.503843	0.472853	0.660038	0.556442	0.618835	0.553829	0.710914	0.534461	0.694468	0.604192	0.669157	0.678607	0.600151	0.551059	0.572406	0.764291	0.492443	0.433013	0.596003	0.649163	0.587971	0.539054	0.701726	0.566355	0.762857	0.562958	0.631272	0.650201	0.617525	0.817732	0.5121	0.721419	0.553062	0.537644	0.512942	0.639224	0.725231	0.696011	0.488457	0.66364	0.640407	0.706974	0.687968	0.619105	0.655409	0.680735	0.473862	0.549904	0.341773	0.727069	0.722887	0.549768	0.658925	0.729822	0.698442	0.753791	0.506833	0.5475	0.618736	0.758851	0.604239	0.683782	0.605951	0.695715	0.677588	0.564808	0.570739	0.394488	0.57063	0.736402	0.571242	0.61273	0.505619	0.692832	0.727443	0.596391	0.674177	0.593991	0.632514	0.64357	0.487594	0.573118	0.754311	0.5987	0.611759	0.621584	0.639592	0.615908	0.712288	0.576623	0.442341	0.578821	0.761512	0.636958	0.634189	0.645427	0.0	0.832269	0.685229	0.575958	0.531423	0.702306	0.54825	0.671251	0.695674	0.60992	0.595012	0.599759	0.690398	0.700921	0.683371	0.668682	0.529891	0.741422	0.614851	0.712933	0.708518	0.640473	0.680001	0.613764	0.749578	0.620488	0.555493	0.758219	0.60892	0.608683	0.759372	0.641251	0.679298	0.629772	0.732891	0.502792	0.54876	0.621642	0.731832	0.70941	0.691809	0.638582	0.66157	0.627811	0.686617	0.596209	0.676998	0.523636	0.802899	0.779094	0.602853	0.672667	0.726895	0.739182	0.716858	0.689079	0.603092	0.621903	0.470111	0.736545	0.67107	0.800096	0.488874	0.584305	0.619914	0.795649	0.638765	0.79013	0.668197	0.535491	0.759515	0.543833	0.497511	0.580615	0.69559	0.696391	0.738149	0.730936	0.611569	0.610145	0.66738	0.727771	0.639932	0.570446	0.618481	0.734811	0.482491	0.57546	0.723014	0.59191	0.768525	0.651737	0.604706	0.528742	0.818993	0.574948	0.634926	0.739178	0.620993	0.615616	0.702197	0.541726	0.583284	0.649771	0.595935	0.575599	0.573126
HC34	0.738728	0.639894	0.836388	0.81411	0.508024	0.341314	0.343148	0.734113	0.599314	0.553	0.862438	0.694817	0.671622	0.714791	0.709379	0.69357	0.829057	0.803353	0.678204	0.601781	0.645753	0.805721	0.745691	0.777022	0.784091	0.701091	0.849326	0.676494	0.638752	0.269768	0.792299	0.810264	0.897532	0.738314	0.772617	0.727996	0.716966	0.72187	0.733804	0.812609	0.872994	0.651695	0.834895	0.85159	0.832007	0.706106	0.781872	0.751159	0.82481	0.795433	0.742193	0.735853	0.881665	0.870055	0.744601	0.790987	0.670564	0.790115	0.708266	0.892878	0.800268	0.671351	0.763813	0.785543	0.800527	0.854505	0.863624	0.707847	0.888787	0.746781	0.818993	0.692737	0.844812	0.617705	0.872225	0.682254	0.789838	0.684145	0.759192	0.55491	0.620334	0.814729	0.786774	0.722044	0.529917	0.704318	0.87774	0.90184	0.756845	0.719647	0.584243	0.854684	0.885402	0.828448	0.694885	0.649362	0.853916	0.796309	0.760097	0.73386	0.892971	0.476538	0.780141	0.728322	0.694821	0.740907	0.619907	0.790501	0.863129	0.784986	0.91704	0.894902	0.654594	0.808135	0.623632	0.733225	0.71239	0.889024	0.538422	0.80683	0.701475	0.849066	0.803405	0.774331	0.791907	0.790279	0.734138	0.819884	0.714434	0.841633	0.872	0.765846	0.456087	0.832269	0.0	0.8265	0.677721	0.882419	0.769653	0.756915	0.867402	0.864651	0.778791	0.771869	0.83339	0.46985	0.649306	0.962838	0.719334	0.810021	0.880729	0.696833	0.539188	0.732801	0.854771	0.824955	0.744215	0.917834	0.762451	0.781733	0.846988	0.613801	0.730803	0.899432	0.544946	0.744413	0.668761	0.745856	0.84918	0.761498	0.661453	0.713177	0.834679	0.885257	0.82542	0.693495	0.803416	0.71968	0.632481	0.410619	0.774568	0.403352	0.830542	0.636833	0.761913	0.843006	0.750116	0.870876	0.79086	0.860636	0.82461	0.856101	0.492626	0.857619	0.175166	0.69572	0.820521	0.734605	0.547707	0.644536	0.74465	0.554997	0.718103	0.874716	0.735622	0.730748	0.858739	0.861763	0.51444	0.821481	0.634978	0.715941	0.74542	0.8301	0.791266	0.626337	0.725586	0.727247	0.208109	0.783669	0.693794	0.348627	0.657478	0.42203	0.837692	0.725706	0.683761	0.314171	0.667281	0.668783	0.814574	0.811788	0.771704	0.734879	0.752934	0.599231	0.681817	0.73946	0.878177	0.775243
